13,99554,598199,79.9
21,60497,621464,76.4
30,99102,515625,73.2
31,119587,499850,75.5
35,116784,525378,74.1
43,110576,413471,110.0
45,105995,438416,103.0
47,69021,429662,111.0
49,72816,419777,104.0
53,101777,402898,106.0
54,83702,416378,101.0
57,94707,479515,78.5
61,-31466,522650,68.2
67,-42754,494710,64.9
71,-11787,546191,76.0
74,26970,459805,94.6
78,66134,484133,76.8
83,66334,460292,104.0
85,61736,449321,105.0
91,16184,468883,88.6
101,-28747,630454,82.3
103,6586,623982,72.6
105,-32449,600542,82.3
106,-6684,643917,83.5
111,55625,581884,72.8
119,138651,553677,75.7
120,153350,547467,70.7
137,28250,630851,83.2
139,21065,623477,72.9
142,35041,623277,84.9
149,-27367,558952,72.7
151,-60739,472162,65.6
157,-64584,630434,78.2
173,-37539,604025,77.2
175,-42432,605020,84.8
182,-53445,439438,65.3
186,800,414308,100.0
189,16181,422889,109.0
191,9289,386666,96.9
207,-56713,360811,115.0
209,-10086,383574,110.0
212,-69397,368095,83.7
213,-71582,351531,108.0
215,-40828,340567,104.0
219,-38854,408822,59.3
221,-45834,380581,87.2
223,-24516,239065,88.7
227,-55409,231777,106.0
231,-27380,191850,91.7
233,-26288,198835,90.9
244,3981,200443,97.3
246,-5374,165603,87.4
264,-697,311932,92.4
266,4093,297955,98.4
284,10082,331884,112.0
285,14872,323805,86.0
287,-25554,333583,120.0
295,61600,348545,99.5
304,-76593,149620,96.0
312,-43869,154219,95.4
322,68279,75244,95.9
323,52710,81345,102.0
334,66503,129051,103.0
337,60284,155709,112.0
339,52759,183763,99.2
343,99640,104391,99.8
344,81625,91821,69.5
355,-22319,61984,109.0
371,-67646,58180,106.0
372,-76881,29629,119.0
375,-30629,41818,110.0
376,-29511,17754,128.0
379,-39194,3774,100.0
387,1390,-19526,108.0
390,-41576,-32402,88.8
391,35369,29933,91.7
395,4066,43908,109.0
399,-16251,37417,115.0
411,32222,-26216,93.8
414,51821,-35403,98.9
420,15938,9173,101.0
421,5641,12660,96.5
423,196005,12704,85.3
427,181888,-49372,93.2
428,175587,41269,94.9
434,205606,62005,111.0
439,210843,-22344,87.7
440,249987,35436,101.0
442,260980,45403,103.0
445,192125,65610,81.1
452,261000,-34202,101.0
461,238866,69907,106.0
466,230996,53668,103.0
469,264652,53810,107.0
477,262137,155652,124.0
479,202324,197056,124.0
480,227145,203250,118.0
484,222683,159045,97.3
485,226348,174748,134.0
488,247475,205365,122.0
509,113195,146503,116.0
515,129624,149389,118.0
517,131822,181032,113.0
526,153498,147981,105.0
529,86600,226472,115.0
530,68711,195939,95.1
546,86352,203012,89.3
548,27487,196247,102.0
549,12642,178272,105.0
553,44818,204331,104.0
567,109622,63257,94.0
569,92318,50679,90.2
570,95352,40196,82.0
571,105572,42091,92.7
574,86013,33511,92.7
575,114634,-8354,98.5
576,113592,-35499,82.4
588,84560,-42989,107.0
601,60309,602623,86.1
604,-28373,444937,82.3
605,-43252,438253,54.9
609,176199,149968,83.6
617,201999,18683,94.4
620,166192,591618,74.0
625,-27766,574814,66.3
630,58638,469868,96.1
633,-29462,171490,83.8
651,103,462004,95.4
654,-64854,300036,74.5
658,-40597,161508,90.9
664,9045,114291,110.0
670,21365,116684,114.0
676,-41950,128267,83.6
697,-50530,-34401,126.0
701,234910,644031,99.0
703,149000,598723,74.1
708,224053,596436,74.8
710,193423,620673,86.2
711,175227,631173,80.8
715,246093,514368,61.6
716,242374,450919,71.8
719,183800,574935,91.5
723,187841,424957,106.0
725,176413,394340,118.0
727,207790,540084,79.1
736,191552,511014,81.6
746,185620,407006,112.0
749,190203,391435,116.0
754,151671,473773,117.0
755,193343,525665,76.7
765,252079,324576,121.0
768,222093,279030,116.0
769,244792,302464,109.0
772,161830,331710,91.6
773,146512,309367,133.0
784,114711,345819,114.0
787,109514,272773,114.0
796,175828,336985,116.0
798,154895,264950,124.0
806,230172,565713,72.7
811,161409,582360,70.4
826,249722,417586,74.2
835,154671,460104,84.5
838,146475,480368,73.9
839,149076,488445,117.0
848,151259,527128,76.2
853,135003,359074,122.0
854,110746,370868,111.0
861,179171,275310,152.0
862,210834,311697,109.0
866,28770,431766,97.7
867,24675,477260,97.6
870,1589,172391,90.1
874,164014,99565,105.0
889,117297,70837,105.0
895,3666,55797,90.2
900,-5292,498818,73.0
901,69832,154207,107.0
919,26276,468290,93.8
920,21173,534220,58.4
933,233618,578699,78.8
934,237781,584239,74.0
942,191310,630741,90.0
945,133998,208877,108.0
948,138479,457933,95.4
953,25204,213912,103.0
959,37703,-40488,84.1
961,242284,-6432,104.0
967,128077,232341,106.0
968,161352,255372,106.0
977,-31588,105099,108.0
979,45023,622468,60.9
991,104897,464045,86.7
992,99706,476227,86.5
994,165976,43665,84.0
1000,257782,139788,140.0
1002,-21760,112689,108.0
1003,182387,588996,85.6
1004,161621,61438,82.8
1007,250299,53884,116.0
