13,99554,598199,75.8
21,60497,621464,73.6
30,99102,515625,72.4
31,119587,499850,76.5
35,116784,525378,72.2
43,110576,413471,111.0
45,105995,438416,97.5
47,69021,429662,104.0
49,72816,419777,99.5
53,101777,402898,101.0
54,83702,416378,99.1
57,94707,479515,75.8
61,-31466,522650,68.2
67,-42754,494710,65.0
71,-11787,546191,75.3
74,26970,459805,91.9
78,66134,484133,74.9
83,66334,460292,95.3
85,61736,449321,98.7
91,16184,468883,87.6
101,-28747,630454,80.3
103,6586,623982,69.0
105,-32449,600542,79.8
106,-6684,643917,81.7
111,55625,581884,71.6
119,138651,553677,72.3
120,153350,547467,66.6
137,28250,630851,80.1
139,21065,623477,69.7
142,35041,623277,79.3
149,-27367,558952,71.2
151,-60739,472162,66.1
157,-64584,630434,77.0
173,-37539,604025,77.3
175,-42432,605020,82.3
182,-53445,439438,65.8
186,800,414308,97.8
189,16181,422889,101.0
191,9289,386666,94.0
207,-56713,360811,105.0
209,-10086,383574,105.0
212,-69397,368095,84.5
213,-71582,351531,106.0
215,-40828,340567,105.0
219,-38854,408822,61.2
221,-45834,380581,88.1
223,-24516,239065,88.6
227,-55409,231777,105.0
231,-27380,191850,89.7
233,-26288,198835,89.7
244,3981,200443,96.0
246,-5374,165603,83.2
264,-697,311932,86.2
266,4093,297955,96.2
284,10082,331884,110.0
285,14872,323805,86.8
287,-25554,333583,117.0
295,61600,348545,96.4
304,-76593,149620,91.6
312,-43869,154219,92.6
322,68279,75244,94.7
323,52710,81345,102.0
334,66503,129051,99.7
337,60284,155709,104.0
339,52759,183763,97.5
343,99640,104391,98.6
344,81625,91821,69.3
355,-22319,61984,108.0
371,-67646,58180,107.0
372,-76881,29629,119.0
375,-30629,41818,107.0
376,-29511,17754,136.0
379,-39194,3774,96.5
387,1390,-19526,101.0
390,-41576,-32402,88.8
391,35369,29933,90.1
395,4066,43908,105.0
399,-16251,37417,111.0
411,32222,-26216,89.7
414,51821,-35403,91.1
420,15938,9173,97.1
421,5641,12660,95.6
423,196005,12704,82.1
427,181888,-49372,79.6
428,175587,41269,92.1
434,205606,62005,102.0
439,210843,-22344,80.1
440,249987,35436,98.4
442,260980,45403,96.6
445,192125,65610,78.7
452,261000,-34202,90.1
461,238866,69907,105.0
466,230996,53668,89.0
469,264652,53810,104.0
477,262137,155652,120.0
479,202324,197056,123.0
480,227145,203250,116.0
484,222683,159045,98.4
485,226348,174748,137.0
488,247475,205365,123.0
509,113195,146503,111.0
515,129624,149389,117.0
517,131822,181032,112.0
526,153498,147981,104.0
529,86600,226472,111.0
530,68711,195939,94.1
546,86352,203012,87.3
548,27487,196247,98.6
549,12642,178272,98.6
553,44818,204331,103.0
567,109622,63257,94.4
569,92318,50679,90.6
570,95352,40196,77.6
571,105572,42091,85.9
574,86013,33511,88.8
575,114634,-8354,97.2
576,113592,-35499,75.9
588,84560,-42989,101.0
601,60309,602623,80.9
604,-28373,444937,81.7
605,-43252,438253,56.4
609,176199,149968,85.0
617,201999,18683,91.6
620,166192,591618,70.2
625,-27766,574814,65.3
630,58638,469868,88.9
633,-29462,171490,83.2
651,103,462004,93.1
654,-64854,300036,70.2
658,-40597,161508,91.4
664,9045,114291,112.0
670,21365,116684,112.0
676,-41950,128267,82.6
697,-50530,-34401,120.0
701,234910,644031,91.0
703,149000,598723,71.2
708,224053,596436,70.3
710,193423,620673,80.1
711,175227,631173,76.0
715,246093,514368,61.2
716,242374,450919,72.9
719,183800,574935,87.0
723,187841,424957,101.0
725,176413,394340,114.0
727,207790,540084,77.0
736,191552,511014,77.0
746,185620,407006,106.0
749,190203,391435,111.0
754,151671,473773,113.0
755,193343,525665,76.1
765,252079,324576,115.0
768,222093,279030,114.0
769,244792,302464,103.0
772,161830,331710,90.3
773,146512,309367,125.0
784,114711,345819,108.0
787,109514,272773,109.0
796,175828,336985,110.0
798,154895,264950,101.0
806,230172,565713,69.2
811,161409,582360,66.9
826,249722,417586,74.8
835,154671,460104,82.2
838,146475,480368,72.3
839,149076,488445,112.0
848,151259,527128,75.1
853,135003,359074,117.0
854,110746,370868,105.0
861,179171,275310,143.0
862,210834,311697,107.0
866,28770,431766,93.0
867,24675,477260,97.7
870,1589,172391,87.4
874,164014,99565,104.0
889,117297,70837,98.3
895,3666,55797,91.4
900,-5292,498818,72.8
901,69832,154207,112.0
919,26276,468290,90.4
920,21173,534220,57.0
933,233618,578699,74.1
934,237781,584239,70.8
942,191310,630741,84.4
945,133998,208877,108.0
948,138479,457933,91.7
953,25204,213912,100.0
959,37703,-40488,81.9
961,242284,-6432,101.0
967,128077,232341,104.0
968,161352,255372,105.0
977,-31588,105099,108.0
979,45023,622468,57.5
991,104897,464045,83.6
992,99706,476227,83.5
994,165976,43665,95.3
1000,257782,139788,135.0
1002,-21760,112689,105.0
1003,182387,588996,78.5
1004,161621,61438,81.7
1007,250299,53884,107.0
