13,99554,598199,77.9
21,60497,621464,76.1
30,99102,515625,75.2
31,119587,499850,78.1
35,116784,525378,75.4
43,110576,413471,116.0
45,105995,438416,100.0
47,69021,429662,109.0
49,72816,419777,104.0
53,101777,402898,109.0
54,83702,416378,102.0
57,94707,479515,79.6
61,-31466,522650,72.0
67,-42754,494710,67.1
71,-11787,546191,78.8
74,26970,459805,94.9
78,66134,484133,77.3
83,66334,460292,100.0
85,61736,449321,103.0
91,16184,468883,91.0
101,-28747,630454,86.5
103,6586,623982,72.1
105,-32449,600542,85.2
106,-6684,643917,84.3
111,55625,581884,73.4
119,138651,553677,74.0
120,153350,547467,69.2
137,28250,630851,83.5
139,21065,623477,72.0
142,35041,623277,85.6
149,-27367,558952,74.8
151,-60739,472162,68.9
157,-64584,630434,80.9
173,-37539,604025,79.6
175,-42432,605020,86.6
182,-53445,439438,69.7
186,800,414308,101.0
189,16181,422889,107.0
191,9289,386666,98.1
207,-56713,360811,110.0
209,-10086,383574,111.0
212,-69397,368095,86.6
213,-71582,351531,113.0
215,-40828,340567,109.0
219,-38854,408822,63.7
221,-45834,380581,90.4
223,-24516,239065,91.7
227,-55409,231777,111.0
231,-27380,191850,93.6
233,-26288,198835,93.2
244,3981,200443,101.0
246,-5374,165603,91.9
264,-697,311932,97.4
266,4093,297955,102.0
284,10082,331884,116.0
285,14872,323805,89.0
287,-25554,333583,126.0
295,61600,348545,100.0
304,-76593,149620,98.1
312,-43869,154219,97.5
322,68279,75244,102.0
323,52710,81345,105.0
334,66503,129051,109.0
337,60284,155709,112.0
339,52759,183763,104.0
343,99640,104391,110.0
344,81625,91821,75.4
355,-22319,61984,116.0
371,-67646,58180,112.0
372,-76881,29629,127.0
375,-30629,41818,118.0
376,-29511,17754,131.0
379,-39194,3774,104.0
387,1390,-19526,109.0
390,-41576,-32402,100.0
391,35369,29933,97.8
395,4066,43908,116.0
399,-16251,37417,119.0
411,32222,-26216,103.0
414,51821,-35403,102.0
420,15938,9173,109.0
421,5641,12660,102.0
423,196005,12704,93.2
427,181888,-49372,101.0
428,175587,41269,100.0
434,205606,62005,115.0
439,210843,-22344,93.1
440,249987,35436,106.0
442,260980,45403,106.0
445,192125,65610,86.3
452,261000,-34202,110.0
461,238866,69907,107.0
466,230996,53668,101.0
469,264652,53810,115.0
477,262137,155652,133.0
479,202324,197056,130.0
480,227145,203250,124.0
484,222683,159045,107.0
485,226348,174748,144.0
488,247475,205365,133.0
509,113195,146503,125.0
515,129624,149389,125.0
517,131822,181032,119.0
526,153498,147981,112.0
529,86600,226472,119.0
530,68711,195939,99.7
546,86352,203012,93.5
548,27487,196247,107.0
549,12642,178272,109.0
553,44818,204331,109.0
567,109622,63257,100.0
569,92318,50679,102.0
570,95352,40196,88.5
571,105572,42091,99.4
574,86013,33511,99.6
575,114634,-8354,105.0
576,113592,-35499,91.4
588,84560,-42989,116.0
601,60309,602623,81.6
604,-28373,444937,84.8
605,-43252,438253,59.9
609,176199,149968,94.6
617,201999,18683,101.0
620,166192,591618,72.0
625,-27766,574814,68.9
630,58638,469868,92.9
633,-29462,171490,86.8
651,103,462004,96.9
654,-64854,300036,77.1
658,-40597,161508,94.7
664,9045,114291,123.0
670,21365,116684,124.0
676,-41950,128267,89.7
697,-50530,-34401,136.0
701,234910,644031,95.5
703,149000,598723,72.4
708,224053,596436,74.1
710,193423,620673,84.6
711,175227,631173,78.0
715,246093,514368,64.3
716,242374,450919,74.9
719,183800,574935,89.6
723,187841,424957,103.0
725,176413,394340,117.0
727,207790,540084,79.4
736,191552,511014,79.8
746,185620,407006,111.0
749,190203,391435,116.0
754,151671,473773,118.0
755,193343,525665,77.5
765,252079,324576,121.0
768,222093,279030,119.0
769,244792,302464,115.0
772,161830,331710,93.6
773,146512,309367,130.0
784,114711,345819,114.0
787,109514,272773,115.0
796,175828,336985,116.0
798,154895,264950,130.0
806,230172,565713,73.3
811,161409,582360,70.2
826,249722,417586,78.3
835,154671,460104,85.6
838,146475,480368,74.6
839,149076,488445,113.0
848,151259,527128,75.8
853,135003,359074,121.0
854,110746,370868,113.0
861,179171,275310,157.0
862,210834,311697,113.0
866,28770,431766,98.9
867,24675,477260,103.0
870,1589,172391,94.3
874,164014,99565,114.0
889,117297,70837,112.0
895,3666,55797,97.9
900,-5292,498818,76.2
901,69832,154207,116.0
919,26276,468290,94.4
920,21173,534220,60.6
933,233618,578699,79.4
934,237781,584239,73.1
942,191310,630741,87.9
945,133998,208877,114.0
948,138479,457933,94.2
953,25204,213912,109.0
959,37703,-40488,88.9
961,242284,-6432,117.0
967,128077,232341,113.0
968,161352,255372,112.0
977,-31588,105099,119.0
979,45023,622468,60.7
991,104897,464045,86.8
992,99706,476227,86.1
994,165976,43665,103.0
1000,257782,139788,149.0
1002,-21760,112689,118.0
1003,182387,588996,82.8
1004,161621,61438,88.4
1007,250299,53884,116.0
