13,99554,598199,76.9
21,60497,621464,74.7
30,99102,515625,72.2
31,119587,499850,74.0
35,116784,525378,74.5
43,110576,413471,113.0
45,105995,438416,104.0
47,69021,429662,113.0
49,72816,419777,108.0
53,101777,402898,108.0
54,83702,416378,104.0
57,94707,479515,78.1
61,-31466,522650,68.8
67,-42754,494710,64.4
71,-11787,546191,76.7
74,26970,459805,94.7
78,66134,484133,77.2
83,66334,460292,106.0
85,61736,449321,105.0
91,16184,468883,92.1
101,-28747,630454,83.8
103,6586,623982,70.4
105,-32449,600542,84.6
106,-6684,643917,83.8
111,55625,581884,70.9
119,138651,553677,72.5
120,153350,547467,68.2
137,28250,630851,82.4
139,21065,623477,70.8
142,35041,623277,85.1
149,-27367,558952,72.7
151,-60739,472162,66.7
157,-64584,630434,79.6
173,-37539,604025,78.8
175,-42432,605020,84.8
182,-53445,439438,66.4
186,800,414308,104.0
189,16181,422889,112.0
191,9289,386666,97.0
207,-56713,360811,118.0
209,-10086,383574,113.0
212,-69397,368095,87.9
213,-71582,351531,110.0
215,-40828,340567,108.0
219,-38854,408822,60.9
221,-45834,380581,91.8
223,-24516,239065,88.8
227,-55409,231777,112.0
231,-27380,191850,92.4
233,-26288,198835,92.6
244,3981,200443,100.0
246,-5374,165603,87.6
264,-697,311932,95.1
266,4093,297955,98.7
284,10082,331884,117.0
285,14872,323805,91.3
287,-25554,333583,121.0
295,61600,348545,103.0
304,-76593,149620,97.3
312,-43869,154219,97.2
322,68279,75244,95.1
323,52710,81345,103.0
334,66503,129051,109.0
337,60284,155709,116.0
339,52759,183763,99.8
343,99640,104391,105.0
344,81625,91821,70.1
355,-22319,61984,117.0
371,-67646,58180,115.0
372,-76881,29629,127.0
375,-30629,41818,111.0
376,-29511,17754,132.0
379,-39194,3774,103.0
387,1390,-19526,110.0
390,-41576,-32402,94.4
391,35369,29933,94.8
395,4066,43908,115.0
399,-16251,37417,121.0
411,32222,-26216,96.8
414,51821,-35403,98.3
420,15938,9173,108.0
421,5641,12660,96.2
423,196005,12704,86.0
427,181888,-49372,97.2
428,175587,41269,98.0
434,205606,62005,119.0
439,210843,-22344,91.0
440,249987,35436,104.0
442,260980,45403,107.0
445,192125,65610,82.7
452,261000,-34202,99.8
461,238866,69907,113.0
466,230996,53668,109.0
469,264652,53810,111.0
477,262137,155652,127.0
479,202324,197056,131.0
480,227145,203250,128.0
484,222683,159045,104.0
485,226348,174748,141.0
488,247475,205365,128.0
509,113195,146503,123.0
515,129624,149389,124.0
517,131822,181032,116.0
526,153498,147981,111.0
529,86600,226472,117.0
530,68711,195939,97.0
546,86352,203012,91.2
548,27487,196247,106.0
549,12642,178272,108.0
553,44818,204331,108.0
567,109622,63257,98.1
569,92318,50679,97.5
570,95352,40196,87.8
571,105572,42091,95.1
574,86013,33511,100.0
575,114634,-8354,102.0
576,113592,-35499,83.3
588,84560,-42989,109.0
601,60309,602623,85.2
604,-28373,444937,86.1
605,-43252,438253,55.8
609,176199,149968,87.8
617,201999,18683,101.0
620,166192,591618,71.5
625,-27766,574814,64.9
630,58638,469868,97.7
633,-29462,171490,85.8
651,103,462004,99.1
654,-64854,300036,72.1
658,-40597,161508,89.4
664,9045,114291,120.0
670,21365,116684,121.0
676,-41950,128267,86.2
697,-50530,-34401,131.0
701,234910,644031,97.9
703,149000,598723,71.1
708,224053,596436,71.6
710,193423,620673,83.7
711,175227,631173,76.9
715,246093,514368,62.4
716,242374,450919,71.1
719,183800,574935,88.7
723,187841,424957,107.0
725,176413,394340,119.0
727,207790,540084,77.8
736,191552,511014,77.2
746,185620,407006,112.0
749,190203,391435,113.0
754,151671,473773,117.0
755,193343,525665,75.3
765,252079,324576,125.0
768,222093,279030,122.0
769,244792,302464,113.0
772,161830,331710,93.0
773,146512,309367,134.0
784,114711,345819,116.0
787,109514,272773,118.0
796,175828,336985,118.0
798,154895,264950,125.0
806,230172,565713,70.6
811,161409,582360,68.9
826,249722,417586,76.0
835,154671,460104,85.1
838,146475,480368,72.0
839,149076,488445,114.0
848,151259,527128,74.4
853,135003,359074,126.0
854,110746,370868,113.0
861,179171,275310,150.0
862,210834,311697,114.0
866,28770,431766,102.0
867,24675,477260,102.0
870,1589,172391,87.8
874,164014,99565,111.0
889,117297,70837,114.0
895,3666,55797,98.2
900,-5292,498818,74.1
901,69832,154207,114.0
919,26276,468290,97.7
920,21173,534220,57.2
933,233618,578699,77.1
934,237781,584239,71.3
942,191310,630741,85.8
945,133998,208877,118.0
948,138479,457933,95.5
953,25204,213912,109.0
959,37703,-40488,88.8
961,242284,-6432,107.0
967,128077,232341,114.0
968,161352,255372,113.0
977,-31588,105099,117.0
979,45023,622468,58.3
991,104897,464045,87.0
992,99706,476227,87.3
994,165976,43665,89.8
1000,257782,139788,150.0
1002,-21760,112689,112.0
1003,182387,588996,82.3
1004,161621,61438,83.7
1007,250299,53884,121.0
